id,house_number,street,post_code,city,sequence,district,geojson_geometry,longitude,latitude,distance_from_others
0,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2065548, 48.0493965]}
1,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2065548, 48.0493965]}
2,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2065548, 48.0493965]}
3,11,Bahnhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2065548, 48.0493965]}
4,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
5,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
6,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
7,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
8,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
9,8,Grieshaberstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]}
10,26,Rabenstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2000243, 48.0493761]}
11,26,Rabenstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2000243, 48.0493761]}
12,26,Rabenstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2000243, 48.0493761]}
13,26,Rabenstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2000243, 48.0493761]}
14,26,Rabenstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2000243, 48.0493761]}
15,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
16,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
17,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
18,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
19,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
20,2,Bismarckstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]}
21,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2042586, 48.0497431]}
22,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2042586, 48.0497431]}
23,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2042586, 48.0497431]}
24,17,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2042586, 48.0497431]}
25,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2014152, 48.0497379]}
26,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2014152, 48.0497379]}
27,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2014152, 48.0497379]}
28,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2014152, 48.0497379]}
29,5,Bühlhofstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2014152, 48.0497379]}
30,3,Hafnergässle,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2045616, 48.0535244]}
31,3,Hafnergässle,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2045616, 48.0535244]}
32,3,Hafnergässle,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2045616, 48.0535244]}
33,3,Hafnergässle,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2045616, 48.0535244]}
34,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2075067, 48.05139]}
35,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2075067, 48.05139]}
36,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2075067, 48.05139]}
37,1,Robert-Gerwig-Platz,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2075067, 48.05139]}
38,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057329, 48.050538]}
39,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057329, 48.050538]}
40,3,Wilhelmstraße,78120,Furtwangen im Schwarzwald,1,{'type': 'Point', 'coordinates': [8.2057329, 48.050538]}
