id;house_number;street;post_code;city;district;geojson_geometry;post_station_id
0;11;Bahnhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2065548, 48.0493965]};1
1;8;Grieshaberstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2057763, 48.0529674]};1
3;2;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2055882, 48.0517458]};1
4;17;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2042586, 48.0497431]};1
6;3;Hafnergässle;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2045616, 48.0535244]};1
7;1;Robert-Gerwig-Platz;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2075067, 48.05139]};1
8;3;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2057329, 48.050538]};1
9;2;Lindenstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2070956, 48.0511316]};1
10;9;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2043464, 48.0524088]};1
11;18;Allmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2093021, 48.051262]};1
12;1;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2097363, 48.0509332]};1
13;7;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2100797, 48.0507223]};1
14;5;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2099992, 48.0507554]};1
15;3;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2098423, 48.0508703]};1
16;9;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2102254, 48.0506623]};1
17;11;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2103291, 48.0505609]};1
18;13;Unterallmendstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2104269, 48.0505204]};1
19;8;Gerwigstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2069638, 48.0511906]};1
20;3;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2054578, 48.0525732]};1
22;5;Grieshaberstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2047899, 48.0530659]};1
23;1/1;Kreuzerstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2065911, 48.0532071]};1
24;13;Lochhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2167536, 48.0513209]};1
25;15;Lochhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2165024, 48.0513735]};1
26;19;Lochhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2167274, 48.051766]};1
27;17;Lochhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2169814, 48.0516991]};1
28;6;Am Engelgrund;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2120703, 48.0476004]};1
37;8;Obertalstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2160855, 48.0474378]};1
38;6;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2048085, 48.0502291]};1
39;8;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2046958, 48.0501753]};1
40;11;Baumannstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.205551, 48.0494542]};1
41;14;Bahnhofstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2061395, 48.0494029]};1
42;19;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2039477, 48.0496437]};1
43;25;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2036298, 48.0494834]};1
44;4;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2049398, 48.05032]};1
45;14;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2042815, 48.0500454]};1
46;18;Wilhelmstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2038692, 48.0498605]};1
48;10;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2044273, 48.0526725]};1
49;10;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2044433, 48.0553904]};1
51;10;Werderstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2038895, 48.0557152]};1
53;12;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2043691, 48.0555446]};1
55;13;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2041358, 48.0526881]};1
57;14;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2040899, 48.0530135]};1
58;14;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.204295, 48.0556988]};1
61;16;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.204017, 48.0530752]};1
66;19;Grieshaberstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2058571, 48.0533783]};1
68;2;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2057834, 48.0525067]};1
69;23;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2042114, 48.0551362]};1
70;25;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2041721, 48.0552159]};1
71;27;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2041328, 48.0552956]};1
72;29;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2040935, 48.0553754]};1
73;3;Bismarckstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2050225, 48.0518092]};1
74;31;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2040543, 48.0554551]};1
75;33;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.204015, 48.0555349]};1
76;35;Friedrichstraße;78120;Furtwangen im Schwarzwald;4;{'type': 'Point', 'coordinates': [8.2039757, 48.0556146]};1
